id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,billing_date,emailed,comments,invoice_no,invoice_date
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"QB Enterprise USA Trial + New Microsoft 2019 Server has been setup .
  Hardware details are as follows:
  OS Name Microsoft Windows Server 2019 Standard
  System Manufacturer Dell Inc.
  System Model Precision Tower 5810
  Processor Intel(R) Xeon(R) CPU E5-1660 v4 @ 3.20GHz, 3201 Mhz, 8 Core(s), 16 Logical Processor(s)
  Installed Physical Memory (RAM) 8.00 GB
  SerialNumber 98K9RD2
  Disk drive Model SAMSUNG SSD SM871 2.5 7mm 512GB",#2700,2023-02-16,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Node Setup + email created
  dig\Mahmad --- Moeen Ahmad",#2776,2023-02-14,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,Onsite: Brother Printer installation setup for 2 Users (1 hr onsite),"#2827 , #2826",2023-02-13,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Node Setup + email created
  dig\schahal --- Sukhdeep Chahal",#2730,2023-02-06,Yes,,,
,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
 Brampton, ON L6W 3K7
 905-230-0700",MSS MACHINING & FABRICATION,na,"1 New CPU installed details : Hp Elite Desk S/N # 2UA5451TDG
  i7-4770 @ 3.40 GHZ
  16 GB RAM 
  256 GB SSD + 500 GB SATA. WIN 10 Pro + Data Transfer from old PC",#2620,2023-02-02,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,"Server setup done on premises and QB Ent. 2023 Retail Edition installed
  and QB migration done.",#2590,2023-01-30,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"3 New SIP - T54W Installed
  ? Ext: 101 - S/N# 301081E041224673 - MAC#805E0CC32582
  ? Ext: 104 - S/N# 301081E041222695 - MAC#805E0CC3257C
  ? Ext: 105 - S/N# 301081E041223395 - MAC#805E0CC3138A","#2494
  #2495
  #2496",2023-01-25,Yes,,,
,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",Roadies Logistics and Shunt Services,na,"New - IP Phone installed - Defective Unit brought back to Office: 
  Yealink SIP-T53
  S/N# 301086E011003419
  MAC: 805E0C7AECDA",#2452,2023-01-20,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"""1 New CPU installed details : Hp Elite Desk S/N # 2UA5362203
  i7-4790 @ 3.60 GHZ
  16 GB RAM 
  256 GB SSD + 500 GB SATA. ""
  1 Additional Hardware: Display to HDMI converter",#2376,2023-01-18,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"1- Office 365 Installed
  User: gracious\anjali",,2023-01-16,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"3 - Adobe DC Pro Installed on 3 Mini PC 
  S/N : - MJ050E45 , MJ03U5V1 , MJ0586E2",,2023-01-05,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"NEW - 1 Mini PC Lenovo Thinkcentre (S/N# MJ0586E2)
  1- Office 365 Installed
  NEW - 5 Lenovo LCD - 24""",,2023-01-04,Yes,,,
,Top Choice Auto Sales,"7140 Pacific Circle, Missisauga, ON LST 2A6",Top Choice Auto Sales,na,Website Completion https://www.topchoiceautosales.ca,,2023-01-04,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Site: Gracious Warehouse Back Office. Time spent onsite 1.5 hours.
  2 Desktops setup in the back office of Warehouse, 1 complete system was on the reception desk which shifted to back office.
  1 New CPU. (Idle Monitor used from reception).
  New CPU installed details : 
  i7-4790 @ 3.60 GHZ
  16 GB RAM
  256 GB SSD + 500 GB SATA. Additional Hardware installed : 5 Port PoE Switch.",,2022-12-13,Yes,,,
,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",GT Bolton Inc.,na,"Ticket#1706 4 IP-Phone Extensions setup done in India (7528818042 - Kamal) 
  VOIP# IP
  309207 192.168.18.48
  309208 192.168.18.46
  309209 192.168.18.50
  309210 192.168.18.51",#1706,2022-12-12,Yes,,,
,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",Roadies Logistics and Shunt Services,na,"#1712 On premises Camera are not displaying in the office screen. ONSITE:During troubleshooting at the back end room, unplugged cable was found.
  Plugged in the cable and have user tested it. OK",,2022-12-12,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Ticket #1217 New HDD installed on Gurkarmsher Dhindsa.
  Windows Setup done.",#1217,2022-12-10,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Reception Desk Printer setup + IP Phone setup,#1565 #1564,2022-12-02,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"7 Yealink Phones
  Cabling - 15 Network Ports installed",,2022-11-25,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,Windows Upgraded from Home to Professional,,2022-11-17,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"System not booting. Replaced System but used same old drive.
  Machine Details : Lenovo Desktop , i5-4570 (CPU), RAM 8.00 GB
  (Old HDD had windows and users data already)",,2022-10-31,Yes,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"1 Server + 5 RDPs + 5 DUO for Haulage India
Haulage SVR!
HNA1
HNA2
HNA3
HNA4
HNA5",#20925,2024-10-08,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Email Only ""shubkaran@dig.insure""",#18013,2024-08-14,No,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,NEW RDP Created + DUO (Jagruti),#17544,2024-07-26,No,,,
,Ontario Transway,"2020 Clark Blvd. Unit # 1B
 Brampton ON, L6T 5R4",Ontario Transway,na,"3 New T54W Units + 3 New Extensions ( 109, 110, 111)
  SERIAL NUMBER MAC
  301081G011202884 249AD8A524C8
  201081F051207090 249AD8800E3B
  201081F051208231 249AD88026A9",#14101,2024-06-05,No,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"TRAILER OFFICE NEW LOCATION:- went with Ankit and 1 drop installed from existing drop in office to trailer office.
  New POE switch installed along with some 4 cat5e cables.",,2023-12-22,No,,,
,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",Haulage North America,na,"7 VOIP accounts + IVR setup - Exisitng H/W used 
  EXT: ""101 to 103"" , 111,"" 121 to 123"".",#9124,2023-11-10,No,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,Enabled User- Shaleen - DUO + RDP + Blip,#8491,2023-09-27,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - User:- Krishna Thakkar,#5356,2023-06-07,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New User/Node Setup + DUO
  Dig\mkhroud - Mandeep Khroud (Email was created on 28 - Mar 23)",#5286,2023-06-05,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Email - User:- Navneet Kaur Grewal,,2023-05-25,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New email created: mkhroud@dig.insure,#3843,2023-03-28,No,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,Returning User/Node Dig\eanbara --- Elie Enbara,#3409,2023-03-09,No,,,
